order,name,description,0,0,units,region,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
165,INVZ(USA),household investment,,,gdp,USA,5.166544702,5.450556532,5.78998495,5.917650033,6.164896481,6.218073521,6.169346261,6.277166202,6.375554461,6.313686788,6.290923836
166,INVZ(ROW),household investment,,,gdp,ROW,5.166544702,5.450556532,5.78998495,5.917650033,6.164896481,6.218073521,6.169346261,6.277166202,6.375554461,6.313686788,6.290923836
167,IRAS(USA),real USD net interest payments on foreign assets,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
168,IRAS(ROW),real USD net interest payments on foreign assets,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
169,"JNV(a01,USA)",installed investment,,,gdp,USA,1.63673987,1.685879785,1.805333382,1.877639547,1.957663353,1.992158367,1.986981088,2.008173177,2.030720614,2.021494184,2.013506595
170,"JNV(a01,ROW)",installed investment,,,gdp,ROW,1.63673987,1.685879785,1.805333382,1.877639547,1.957663353,1.992158367,1.986981088,2.008173177,2.030720614,2.021494184,2.013506595
171,"JNV(a02,USA)",installed investment,,,gdp,USA,12.54586863,13.125947,14.00732457,14.37668464,14.99649572,15.09418116,14.91023076,15.11982901,15.41282784,15.227058,15.15814962
172,"JNV(a02,ROW)",installed investment,,,gdp,ROW,12.54586863,13.125947,14.00732457,14.37668464,14.99649572,15.09418116,14.91023076,15.11982901,15.41282784,15.227058,15.15814962
173,JNVY(USA),installed investment in the raw capital sector,,,gdp,USA,0.492004524,0.538090154,0.613348053,0.647386853,0.704712592,0.715394368,0.699345042,0.719196796,0.746313998,0.729357901,0.722861595
174,JNVY(ROW),installed investment in the raw capital sector,,,gdp,ROW,0.492004524,0.538090154,0.613348053,0.647386853,0.704712592,0.715394368,0.699345042,0.719196796,0.746313998,0.729357901,0.722861595
175,JNVZ(USA),installed household investment,,,gdp,USA,5.166544702,5.450556532,5.78998495,5.917650033,6.164896481,6.218073521,6.169346261,6.277166202,6.375554461,6.313686788,6.290923836
176,JNVZ(ROW),installed household investment,,,gdp,ROW,5.166544702,5.450556532,5.78998495,5.917650033,6.164896481,6.218073521,6.169346261,6.277166202,6.375554461,6.313686788,6.290923836
177,"LAB(a01,USA)",sector demand for labor,,,gdp,USA,0.661815332,0.650954039,0.65286809,0.661283078,0.660651426,0.667417391,0.673422194,0.670857487,0.66578433,0.670586173,0.670934669
178,"LAB(a01,ROW)",sector demand for labor,,,gdp,ROW,0.661815332,0.650954039,0.65286809,0.661283078,0.660651426,0.667417391,0.673422194,0.670857487,0.66578433,0.670586173,0.670934669
179,"LAB(a02,USA)",sector demand for labor,,,gdp,USA,63.01755616,62.95902999,62.92552975,62.8981093,62.86773483,62.81840086,62.7742765,62.74507576,62.77249322,62.74827044,62.74469696
180,"LAB(a02,ROW)",sector demand for labor,,,gdp,ROW,63.01755616,62.95902999,62.92552975,62.8981093,62.86773483,62.81840086,62.7742765,62.74507576,62.77249322,62.74827044,62.74469696
181,LABO(USA),total labor demanded,,,gdp,USA,67.16842705,67.14872369,67.1480255,67.13586,67.13167503,67.09883124,67.06260559,67.04960139,67.07715615,67.05453784,67.05029065
182,LABO(ROW),total labor demanded,,,gdp,ROW,67.16842705,67.14872369,67.1480255,67.13586,67.13167503,67.09883124,67.06260559,67.04960139,67.07715615,67.05453784,67.05029065
183,LABX(USA),shock to total labor supply,,,gdp,USA,67.16842705,67.14872369,67.1480255,67.13586,67.13167503,67.09883124,67.06260559,67.04960139,67.07715615,67.05453784,67.05029065
184,LABX(ROW),shock to total labor supply,,,gdp,ROW,67.16842705,67.14872369,67.1480255,67.13586,67.13167503,67.09883124,67.06260559,67.04960139,67.07715615,67.05453784,67.05029065
185,"LAM(a01,USA)",marginal value of an additional unit of capital,,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
186,"LAM(a01,ROW)",marginal value of an additional unit of capital,,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
187,"LAM(a02,USA)",marginal value of an additional unit of capital,,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
188,"LAM(a02,ROW)",marginal value of an additional unit of capital,,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
189,LAMY(USA),marginal value of an additional unit of capital in the raw capital sector,,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
190,LAMY(ROW),marginal value of an additional unit of capital in the raw capital sector,,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
191,LAMZ(USA),marginal value of an additional unit of household capital,,,pct,USA,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
192,LAMZ(ROW),marginal value of an additional unit of household capital,,,pct,ROW,119.1855685,120.0367455,121.3906231,121.9880884,122.9347923,123.1135998,122.8577568,123.1699591,123.5968153,123.3330335,123.2290123
193,LGDPN(USA),"GDP, nominal",,,nomusdbillion,USA,15000,15500,16200,16800,17500,18200,18700,19500,20600,21400,22300
194,LGDPN(ROW),"GDP, nominal",,,nomusdbillion,ROW,15000,15500,16200,16800,17500,18200,18700,19500,20600,21400,22300
195,LGDPR(USA),"GDP, real",,,realusdbillion,USA,17233.24316,17443.30878,17888.00726,18230.59295,18645.19562,19191.15849,19516.3395,19975.01005,20600,21025.36609,21440.94338
196,LGDPR(ROW),"GDP, real",,,realusdbillion,ROW,17233.24316,17443.30878,17888.00726,18230.59295,18645.19562,19191.15849,19516.3395,19975.01005,20600,21025.36609,21440.94338
197,MONE(USA),money demand,,,idx,USA,143.9392454,146.7732223,149.5373863,152.2882587,155.0797277,156.4963604,157.725708,160.1852028,163.0120741,165.9876863,170.1548025
198,MONE(ROW),money demand,,,idx,ROW,143.9392454,146.7732223,149.5373863,152.2882587,155.0797277,156.4963604,157.725708,160.1852028,163.0120741,165.9876863,170.1548025
199,NB02(USA),"interest rate, 2-year, nominal",,,pct,USA,0.796166667,0.655833334,0.55825,0.537333333,0.505333334,0.632833333,0.954416666,1.382,2.421,2.286438017,1.786458037
200,NB02(ROW),"interest rate, 2-year, nominal",,,pct,ROW,0.796166667,0.655833334,0.55825,0.537333333,0.505333334,0.632833333,0.954416666,1.382,2.421,2.286438017,1.786458037
201,NB05(USA),"interest rate, 5-year, nominal",,,pct,USA,1.870833334,1.6025,1.11125,1.343333333,1.41,1.300833333,1.34875,1.803333334,2.638333334,2.212190083,1.842290184
202,NB05(ROW),"interest rate, 5-year, nominal",,,pct,ROW,1.870833334,1.6025,1.11125,1.343333333,1.41,1.300833333,1.34875,1.803333334,2.638333334,2.212190083,1.842290184
203,NB10(USA),"interest rate, 10-year, nominal",,,pct,USA,3.214166667,2.785833333,1.8025,2.350833333,2.540833333,2.135833333,1.841666667,2.33,2.91,2.119380165,1.912080367
204,NB10(ROW),"interest rate, 10-year, nominal",,,pct,ROW,3.214166667,2.785833333,1.8025,2.350833333,2.540833333,2.135833333,1.841666667,2.33,2.91,2.119380165,1.912080367
205,NEER(USA),"trade-weighted exchange rate, FC/domestic",,,idx,USA,70.17816964,69.08991795,78.10750047,76.22067072,77.34852446,91.41422597,99.05700056,101.0557243,100,107.5900723,110.4018201
206,NEER(ROW),"trade-weighted exchange rate, FC/domestic",,,idx,ROW,70.17816964,69.08991795,78.10750047,76.22067072,77.34852446,91.41422597,99.05700056,101.0557243,100,107.5900723,110.4018201
207,"OI(a01,g02,USA)",sector demand for material goods,,,gdp,USA,1.572407947,1.546602586,1.551150182,1.571143364,1.569642621,1.585717887,1.599984707,1.593891215,1.581837895,1.593246601,1.594074593
208,"OI(a01,g02,ROW)",sector demand for material goods,,,gdp,ROW,1.572407947,1.546602586,1.551150182,1.571143364,1.569642621,1.585717887,1.599984707,1.593891215,1.581837895,1.593246601,1.594074593
209,"OI(a02,g02,USA)",sector demand for material goods,,,gdp,USA,68.37738344,68.31387945,68.27752992,68.24777728,68.21481937,68.1612894,68.11341213,68.08172779,68.11147718,68.08519418,68.08131677
210,"OI(a02,g02,ROW)",sector demand for material goods,,,gdp,ROW,68.37738344,68.31387945,68.27752992,68.24777728,68.21481937,68.1612894,68.11341213,68.08172779,68.11147718,68.08519418,68.08131677
211,"OIN(a01,USA)",sector demand for materials,,,gdp,USA,1.572407947,1.546602586,1.551150182,1.571143364,1.569642621,1.585717887,1.599984707,1.593891215,1.581837895,1.593246601,1.594074593
212,"OIN(a01,ROW)",sector demand for materials,,,gdp,ROW,1.572407947,1.546602586,1.551150182,1.571143364,1.569642621,1.585717887,1.599984707,1.593891215,1.581837895,1.593246601,1.594074593
213,"OIN(a02,USA)",sector demand for materials,,,gdp,USA,68.37738344,68.31387945,68.27752992,68.24777728,68.21481937,68.1612894,68.11341213,68.08172779,68.11147718,68.08519418,68.08131677
214,"OIN(a02,ROW)",sector demand for materials,,,gdp,ROW,68.37738344,68.31387945,68.27752992,68.24777728,68.21481937,68.1612894,68.11341213,68.08172779,68.11147718,68.08519418,68.08131677
215,"OUG(g01,USA)",domestic supply of goods,,,gdp,USA,9.602373427,9.444785371,9.472556604,9.594650875,9.585486144,9.683654503,9.770779052,9.733567347,9.659960185,9.729630817,9.734687196
216,"OUG(g01,ROW)",domestic supply of goods,,,gdp,ROW,9.602373427,9.444785371,9.472556604,9.594650875,9.585486144,9.683654503,9.770779052,9.733567347,9.659960185,9.729630817,9.734687196
217,"OUG(g02,USA)",domestic supply of goods,,,gdp,USA,156.2911842,156.1460322,156.0629475,155.9949415,155.9196091,155.7972549,155.6878211,155.6153997,155.6833983,155.6233229,155.6144603
218,"OUG(g02,ROW)",domestic supply of goods,,,gdp,ROW,156.2911842,156.1460322,156.0629475,155.9949415,155.9196091,155.7972549,155.6878211,155.6153997,155.6833983,155.6233229,155.6144603
219,"OUP(a01,USA)",domestic production,,,gdp,USA,9.602373427,9.444785371,9.472556604,9.594650875,9.585486144,9.683654503,9.770779052,9.733567347,9.659960185,9.729630817,9.734687196
220,"OUP(a01,ROW)",domestic production,,,gdp,ROW,9.602373427,9.444785371,9.472556604,9.594650875,9.585486144,9.683654503,9.770779052,9.733567347,9.659960185,9.729630817,9.734687196
221,"OUP(a02,USA)",domestic production,,,gdp,USA,156.2911842,156.1460322,156.0629475,155.9949415,155.9196091,155.7972549,155.6878211,155.6153997,155.6833983,155.6233229,155.6144603
222,"OUP(a02,ROW)",domestic production,,,gdp,ROW,156.2911842,156.1460322,156.0629475,155.9949415,155.9196091,155.7972549,155.6878211,155.6153997,155.6833983,155.6233229,155.6144603
223,OUTL(USA),aggregate output (lagged),,,gdp,USA,165.8935576,165.8935576,165.5908175,165.5355041,165.5895923,165.5050952,165.4809094,165.4586001,165.3489671,165.3433585,165.3529537
224,OUTL(ROW),aggregate output (lagged),,,gdp,ROW,165.8935576,165.8935576,165.5908175,165.5355041,165.5895923,165.5050952,165.4809094,165.4586001,165.3489671,165.3433585,165.3529537
225,OUTP(USA),aggregate output,,,gdp,USA,165.8935576,165.5908175,165.5355041,165.5895923,165.5050952,165.4809094,165.4586001,165.3489671,165.3433585,165.3529537,165.3491475
226,OUTP(ROW),aggregate output,,,gdp,ROW,165.8935576,165.5908175,165.5355041,165.5895923,165.5050952,165.4809094,165.4586001,165.3489671,165.3433585,165.3529537,165.3491475
227,OUTX(USA),shock to output target,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
228,OUTX(ROW),shock to output target,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
229,"OUY(g01,USA)",composite supply,,,gdp,USA,11.71261921,11.7556495,11.75376428,11.79509412,11.78557052,11.74172833,11.72968843,11.73240401,11.70935407,11.6990805,11.68845149
230,"OUY(g01,ROW)",composite supply,,,gdp,ROW,11.71261921,11.7556495,11.75376428,11.79509412,11.78557052,11.74172833,11.72968843,11.73240401,11.70935407,11.6990805,11.68845149
231,"OUY(g02,USA)",composite supply,,,gdp,USA,170.019373,171.1793422,170.9033277,170.3099092,170.2322422,169.1860394,168.431492,168.6188173,169.0157156,168.4355637,168.3246599
232,"OUY(g02,ROW)",composite supply,,,gdp,ROW,170.019373,171.1793422,170.9033277,170.3099092,170.2322422,169.1860394,168.431492,168.6188173,169.0157156,168.4355637,168.3246599
233,PBAG(USA),USD value of permits sold through government,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
234,PBAG(ROW),USD value of permits sold through government,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
235,PBAL(USA),"value of permits sold, USD",,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
236,PBAL(ROW),"value of permits sold, USD",,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
237,PGDP(USA),GDP implicit price deflator,,,idx,USA,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
238,PGDP(ROW),GDP implicit price deflator,,,idx,ROW,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
239,"PIM(g01,USA,USA)",landed price of imports,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
240,"PIM(g01,USA,ROW)",landed price of imports,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
241,"PIM(g01,ROW,USA)",landed price of imports,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
242,"PIM(g01,ROW,ROW)",landed price of imports,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
243,"PIM(g02,USA,USA)",landed price of imports,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
244,"PIM(g02,USA,ROW)",landed price of imports,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
245,"PIM(g02,ROW,USA)",landed price of imports,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
246,"PIM(g02,ROW,ROW)",landed price of imports,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
247,"PMQ(g01,USA)",import landed price index,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
248,"PMQ(g01,ROW)",import landed price index,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
249,"PMQ(g02,USA)",import landed price index,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
250,"PMQ(g02,ROW)",import landed price index,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
251,"PMR(g01,USA)",price of imports incl tariffs,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
252,"PMR(g01,ROW)",price of imports incl tariffs,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
253,"PMR(g02,USA)",price of imports incl tariffs,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
254,"PMR(g02,ROW)",price of imports incl tariffs,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
255,"POI(a01,USA)",sector price of materials,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
256,"POI(a01,ROW)",sector price of materials,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
257,"POI(a02,USA)",sector price of materials,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
258,"POI(a02,ROW)",sector price of materials,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
259,PRCE(USA),household price of energy,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
260,PRCE(ROW),household price of energy,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
261,PRCL(USA),aggregate price of consumer goods lagged,,,idx,USA,88.49804784,88.49804784,90.74118364,92.46987677,93.71488835,95.08646605,95.28598905,96.25259944,97.95254988,100,101.4516056
262,PRCL(ROW),aggregate price of consumer goods lagged,,,idx,ROW,88.49804784,88.49804784,90.74118364,92.46987677,93.71488835,95.08646605,95.28598905,96.25259944,97.95254988,100,101.4516056
263,PRCO(USA),household price of material,,,idx,USA,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
264,PRCO(ROW),household price of material,,,idx,ROW,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
265,PRCOL(USA),household price of material - lagged,,,idx,USA,87.04107436,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187
266,PRCOL(ROW),household price of material - lagged,,,idx,ROW,87.04107436,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187
267,PRCT(USA),aggregate price of consumer goods,,,idx,USA,88.49804784,90.74118364,92.46987677,93.71488835,95.08646605,95.28598905,96.25259944,97.95254988,100,101.4516056,103.581339
268,PRCT(ROW),aggregate price of consumer goods,,,idx,ROW,88.49804784,90.74118364,92.46987677,93.71488835,95.08646605,95.28598905,96.25259944,97.95254988,100,101.4516056,103.581339
269,"PRD(g01,USA)",post-tax price of goods,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
270,"PRD(g01,ROW)",post-tax price of goods,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
271,"PRD(g02,USA)",post-tax price of goods,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
272,"PRD(g02,ROW)",post-tax price of goods,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
273,PRDL(USA),weighted price of domestic output lag,,,idx,USA,87.04107436,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187
274,PRDL(ROW),weighted price of domestic output lag,,,idx,ROW,87.04107436,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187
275,PRDX(USA),shock to weighted price of domestic output,,,pct,USA,100,100,100,100,100,100,100,100,100,100,100
276,PRDX(ROW),shock to weighted price of domestic output,,,pct,ROW,100,100,100,100,100,100,100,100,100,100,100
277,"PRE(a01,USA)",sector price of energy,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
278,"PRE(a01,ROW)",sector price of energy,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
279,"PRE(a02,USA)",sector price of energy,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
280,"PRE(a02,ROW)",sector price of energy,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
281,"PRF(a01,USA)",short run profits,,,gdp,USA,1.505791507,1.405078363,1.294713349,1.262364501,1.179341389,1.176973552,1.210663743,1.177293524,1.130656958,1.162684225,1.172326595
282,"PRF(a01,ROW)",short run profits,,,gdp,ROW,1.505791507,1.405078363,1.294713349,1.262364501,1.179341389,1.176973552,1.210663743,1.177293524,1.130656958,1.162684225,1.172326595
283,"PRF(a02,USA)",short run profits,,,gdp,USA,8.147478908,7.548182046,6.655803858,6.277439619,5.647654338,5.533768884,5.703229983,5.484042957,5.20004732,5.377863014,5.445597957
284,"PRF(a02,ROW)",short run profits,,,gdp,ROW,8.147478908,7.548182046,6.655803858,6.277439619,5.647654338,5.533768884,5.703229983,5.484042957,5.20004732,5.377863014,5.445597957
285,PRFT(USA),total economywide profits,,,gdp,USA,8.147478908,7.548182046,6.655803858,6.277439619,5.647654338,5.533768884,5.703229983,5.484042957,5.20004732,5.377863014,5.445597957
286,PRFT(ROW),total economywide profits,,,gdp,ROW,8.147478908,7.548182046,6.655803858,6.277439619,5.647654338,5.533768884,5.703229983,5.484042957,5.20004732,5.377863014,5.445597957
287,PRFY(USA),profits on raw capital sector,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
288,PRFY(ROW),profits on raw capital sector,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
289,PRFZ(USA),imputed short run profits on household capital,,,gdp,USA,0,0,0,0,0,0,0,0,0,0,0
290,PRFZ(ROW),imputed short run profits on household capital,,,gdp,ROW,0,0,0,0,0,0,0,0,0,0,0
291,PRGT(USA),aggregate price of government goods,,,idx,USA,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
292,PRGT(ROW),aggregate price of government goods,,,idx,ROW,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
293,PRID(USA),weighted price of domestic output,,,idx,USA,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
294,PRID(ROW),weighted price of domestic output,,,idx,ROW,87.04107436,88.85928809,90.56346946,92.15278982,93.8579587,94.83533788,95.81714851,97.62197841,100,101.7818187,104.0066176
295,PRIE(USA),raw capital sector price of energy,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
296,PRIE(ROW),raw capital sector price of energy,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
297,PRII(USA),price paid by producers for raw capital,,,idx,USA,90.10673832,90.85670183,92.06295269,93.00182964,94.890657,95.6999657,96.03294984,97.80530548,100,101.6773731,103.4211433
298,PRII(ROW),price paid by producers for raw capital,,,idx,ROW,90.10673832,90.85670183,92.06295269,93.00182964,94.890657,95.6999657,96.03294984,97.80530548,100,101.6773731,103.4211433
299,PRIM(USA),weighted price of imports,,,idx,USA,101.7570561,109.4815747,109.6718901,108.175559,107.3186587,98.64607135,95.08094605,97.19291759,100,98.88394715,100.1705012
300,PRIM(ROW),weighted price of imports,,,idx,ROW,101.7570561,109.4815747,109.6718901,108.175559,107.3186587,98.64607135,95.08094605,97.19291759,100,98.88394715,100.1705012
301,PRIX(USA),weighted price of exports,,,idx,USA,94.19137977,100.1393413,100.903793,101.07308,101.178101,96.24755209,94.29917197,96.71606086,100,100.0508321,102.0323096
302,PRIX(ROW),weighted price of exports,,,idx,ROW,94.19137977,100.1393413,100.903793,101.07308,101.178101,96.24755209,94.29917197,96.71606086,100,100.0508321,102.0323096
303,"PRK(a01,USA)",implicit rental price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
304,"PRK(a01,ROW)",implicit rental price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
305,"PRK(a02,USA)",implicit rental price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
306,"PRK(a02,ROW)",implicit rental price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
307,PRKY(USA),implicit raw capital sector rental price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
308,PRKY(ROW),implicit raw capital sector rental price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
309,PRKZ(USA),implicit household rental price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
310,PRKZ(ROW),implicit household rental price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
311,PROI(USA),raw capital sector price of material,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
312,PROI(ROW),raw capital sector price of material,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
313,"PRP(a01,USA)",pre-tax producer price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
314,"PRP(a01,ROW)",pre-tax producer price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
315,"PRP(a02,USA)",pre-tax producer price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
316,"PRP(a02,ROW)",pre-tax producer price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
317,"PRS(g01,USA)",producer price of composite,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
318,"PRS(g01,ROW)",producer price of composite,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
319,"PRS(g02,USA)",producer price of composite,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
320,"PRS(g02,ROW)",producer price of composite,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
321,"PRT(a01,g01,USA)",sector-specific input price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
322,"PRT(a01,g01,ROW)",sector-specific input price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
323,"PRT(a02,g01,USA)",sector-specific input price,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
324,"PRT(a02,g01,ROW)",sector-specific input price,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
325,"PRX(g01,USA)",price of exports at source,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
326,"PRX(g01,ROW)",price of exports at source,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
327,"PRX(g02,USA)",price of exports at source,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
328,"PRX(g02,ROW)",price of exports at source,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
329,PRXX(USA),shock to expected price of consumer goods,,,pct,USA,0,0,0,0,0,0,0,0,0,0,0
330,PRXX(ROW),shock to expected price of consumer goods,,,pct,ROW,0,0,0,0,0,0,0,0,0,0,0
331,"PRY(g01,USA)",purchase price of composite,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
332,"PRY(g01,ROW)",purchase price of composite,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
333,"PRY(g02,USA)",purchase price of composite,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
334,"PRY(g02,ROW)",purchase price of composite,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
335,PTAR(USA),price level target,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
336,PTAR(ROW),price level target,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
337,RB10(USA),"interest rate, 10-year, real",,,pct,USA,1.230626735,0.883572262,-0.021782528,0.814460757,1.241042874,0.825163501,0.074063873,0.317006067,0.798270957,0.089134172,-0.250223416
338,RB10(ROW),"interest rate, 10-year, real",,,pct,ROW,1.230626735,0.883572262,-0.021782528,0.814460757,1.241042874,0.825163501,0.074063873,0.317006067,0.798270957,0.089134172,-0.250223416
339,REER(USA),"trade-weighted real exch rate, FC/domestic",,,idx,USA,77.58904379,73.78736341,82.23851507,79.18164285,79.46975876,93.89562364,100.8376082,100.9915198,100,107.4146487,109.9789536
340,REER(ROW),"trade-weighted real exch rate, FC/domestic",,,idx,ROW,77.58904379,73.78736341,82.23851507,79.18164285,79.46975876,93.89562364,100.8376082,100.9915198,100,107.4146487,109.9789536
341,REXC(USA),real exchange rate as US$ per unit of region currency,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
342,REXC(ROW),real exchange rate as US$ per unit of region currency,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
343,REXN(USA),real exchange rate with capital controls,,,idx,USA,100,100,100,100,100,100,100,100,100,100,100
344,REXN(ROW),real exchange rate with capital controls,,,idx,ROW,100,100,100,100,100,100,100,100,100,100,100
345,"RISE(a01,USA)",equity risk premium by sector and region,,,del,USA,0,0,0,0,0,0,0,0,0,0,0
346,"RISE(a01,ROW)",equity risk premium by sector and region,,,del,ROW,0,0,0,0,0,0,0,0,0,0,0
347,"RISE(a02,USA)",equity risk premium by sector and region,,,del,USA,0,0,0,0,0,0,0,0,0,0,0
348,"RISE(a02,ROW)",equity risk premium by sector and region,,,del,ROW,0,0,0,0,0,0,0,0,0,0,0
349,RISH(USA),risk premium shock for human wealth,,,del,USA,0,0,0,0,0,0,0,0,0,0,0
350,RISH(ROW),risk premium shock for human wealth,,,del,ROW,0,0,0,0,0,0,0,0,0,0,0
351,RISR(USA),risk premium in the yield curve,,,del,USA,0,0,0,0,0,0,0,0,0,0,0
352,RISR(ROW),risk premium in the yield curve,,,del,ROW,0,0,0,0,0,0,0,0,0,0,0
